# FWHM = 0.0057754205, 31495, 33594
# pos	int		env
-2.7546651	0.1658158		0.1658158
-2.7546666	0.16579925		0.1658158
-2.7547123	0.16546		0.1658158
-2.7546551	0.1666184		0.1666184
-2.754714	0.16711485		0.16711485
-2.7547147	0.16656049		0.16711485
-2.7547295	0.16681698		0.16711485
-2.7547164	0.16626261		0.16711485
-2.754663	0.16572478		0.16711485
-2.754651	0.16624606		0.16711485
-2.7546394	0.16642809		0.16711485
-2.754602	0.16589855		0.16711485
-2.754617	0.16627915		0.16711485
-2.7546062	0.16647774		0.16711485
-2.7545705	0.16606402		0.16711485
-2.754536	0.16666804		0.16711485
-2.7545388	0.16626261		0.16711485
-2.7545657	0.16541864		0.16711485
-2.7545443	0.16585717		0.16711485
-2.7545469	0.16565031		0.16711485
-2.7545261	0.16571651		0.16711485
-2.7545636	0.16700728		0.16711485
-2.7545543	0.16632053		0.16711485
-2.7545342	0.1656834		0.16711485
-2.754548	0.16603093		0.16711485
-2.7545836	0.16537726		0.16711485
-2.7546184	0.16548483		0.16711485
-2.7546415	0.16650257		0.16711485
-2.754643	0.16651084		0.16711485
-2.7546337	0.16545174		0.16711485
-2.7546246	0.16601437		0.16711485
-2.7546365	0.1656834		0.16711485
-2.7546687	0.16499665		0.16711485
-2.7546291	0.16598128		0.16711485
-2.7546406	0.16670942		0.16711485
-2.7546217	0.16630398		0.16711485
-2.754643	0.16713141		0.16713141
-2.7546248	0.16675079		0.16713141
-2.7546067	0.16670942		0.16713141
-2.754618	0.16700728		0.16713141
-2.7546098	0.16721414		0.16721414
-2.7546113	0.16647774		0.16721414
-2.7546034	0.16635363		0.16721414
-2.754605	0.1665522		0.16721414
-2.7545974	0.16616331		0.16721414
-2.754608	0.1671645		0.16721414
-2.7546275	0.16703211		0.16721414
-2.7546465	0.1665191		0.16721414
-2.7546651	0.16748719		0.16748719
-2.754631	0.1673548		0.16748719
-2.754615	0.1663619		0.16748719
-2.754599	0.1661054		0.16748719
-2.7545834	0.16686663		0.16748719
-2.754568	0.16644464		0.16748719
-2.7545195	0.16678388		0.16748719
-2.7545214	0.1666184		0.16748719
-2.7545483	0.16575788		0.16748719
-2.75455	0.16622123		0.16748719
-2.7545843	0.1660392		0.16748719
-2.75461	0.16564204		0.16748719
-2.7546113	0.16692455		0.16748719
-2.7546284	0.16725552		0.16748719
-2.7546217	0.16748719		0.16748719
-2.7545915	0.16802502		0.16802502
-2.754562	0.16723897		0.16802502
-2.7545557	0.16576615		0.16802502
-2.7545803	0.16590682		0.16802502
-2.7546108	0.16627088		0.16802502
-2.754626	0.16536899		0.16802502
-2.7546413	0.16575788		0.16802502
-2.754649	0.16577443		0.16802502
