# FWHM = 0.26806423, 31737, 33832
# pos	int		env
-2.7742696	0.1660625		0.1660625
-2.7742817	0.16643493		0.16643493
-2.7743082	0.166137		0.16643493
-2.7742903	0.16723773		0.16723773
-2.7742872	0.16669977		0.16723773
-2.774256	0.16617009		0.16723773
-2.7743092	0.16679081		0.16723773
-2.7742922	0.16640183		0.16723773
-2.7742758	0.16626114		0.16723773
-2.7742329	0.1671798		0.16723773
-2.7742705	0.16714668		0.16723773
-2.77432	0.1660956		0.16723773
-2.7743812	0.16629423		0.16723773
-2.7744408	0.16687357		0.16723773
-2.7744613	0.16660045		0.16723773
-2.774469	0.1672129		0.16723773
-2.7744398	0.16726255		0.16726255
-2.7744596	0.16669977		0.16726255
-2.7743952	0.16733705		0.16733705
-2.7744033	0.16746946		0.16746946
-2.7744112	0.1665508		0.16746946
-2.7744305	0.16679081		0.16746946
-2.7744265	0.16701427		0.16746946
-2.7744	0.16687357		0.16746946
-2.7743628	0.16723773		0.16746946
-2.7743154	0.16679081		0.16746946
-2.774313	0.16604595		0.16746946
-2.774278	0.16679081		0.16746946
-2.7742865	0.1671798		0.16746946
-2.7742524	0.16587214		0.16746946
-2.774261	0.16551627		0.16746946
-2.774259	0.16598801		0.16746946
-2.7742572	0.16596319		0.16746946
-2.7742555	0.16665012		0.16746946
-2.7742736	0.16665012		0.16746946
-2.7742817	0.16640183		0.16746946
-2.7742994	0.16715497		0.16746946
-2.7742875	0.16785844		0.16785844
-2.774266	0.16664183		0.16785844
-2.774245	0.16674943		0.16785844
-2.774215	0.16684046		0.16785844
-2.7741947	0.1663439		0.16785844
-2.7741938	0.16746946		0.16785844
-2.7742019	0.1679081		0.1679081
-2.7742007	0.1670391		0.1679081
-2.7741451	0.16788328		0.1679081
-2.7741356	0.16774258		0.1679081
-2.774126	0.16699772		0.1679081
-2.7741256	0.1679081		0.1679081
-2.7741077	0.16747774		0.1679081
-2.7740986	0.1667246		0.1679081
-2.7740898	0.16743636		0.1679081
-2.7740896	0.16732049		0.1679081
-2.774081	0.16727082		0.1679081
-2.7740977	0.16760188		0.1679081
-2.7741392	0.16740325		0.1679081
-2.7741468	0.16732876		0.1679081
-2.7741544	0.1674198		0.1679081
-2.7741945	0.16723773		0.1679081
-2.7741935	0.16649286		0.1679081
-2.7742004	0.16667494		0.1679081
-2.7742312	0.16671632		0.1679081
-2.77423	0.1666915		0.1679081
-2.77426	0.16715497		0.1679081
-2.7742586	0.1667577		0.1679081
-2.774288	0.1668322		0.1679081
-2.7743094	0.1671798		0.1679081
-2.7743323	0.1668322		0.1679081
-2.7743475	0.16631907		0.1679081
-2.7744238	0.16725428		0.1679081
-2.7744238	0.16680737		0.1679081
-2.7743933	0.16732876		0.1679081
-2.7743933	0.16804051		0.16804051
-2.7743552	0.16800742		0.16804051
-2.774317	0.16713014		0.16804051
-2.7743323	0.16794121		0.16804051
-2.7743094	0.16772602		0.16804051
-2.7742789	0.16732049		0.16804051
-2.7742329	0.16796604		0.16804051
-2.7742252	0.16722944		0.16804051
-2.7741795	0.16651769		0.16804051
-2.774187	0.16732049		0.16804051
-2.7742481	0.1673867		0.16804051
-2.7742789	0.16650942		0.16804051
-2.7743018	0.16765982		0.16804051
-2.7743475	0.16780052		0.16804051
-2.7743857	0.16720462		0.16804051
-2.774378	0.16810673		0.16810673
-2.7743475	0.16702254		0.16810673
-2.7743323	0.16761844		0.16810673
-2.7743323	0.16789155		0.16810673
-2.7743323	0.16728738		0.16810673
-2.7743323	0.1670391		0.16810673
-2.7743323	0.16766809		0.16810673
-2.7742941	0.16757706		0.16810673
-2.7742941	0.16706392		0.16810673
-2.7742634	0.16732049		0.16810673
-2.7742712	0.1673867		0.16810673
-2.7742329	0.16777568		0.16810673
-2.7742405	0.1684626		0.1684626
-2.7742405	0.16772602		0.1684626
-2.7742558	0.16751912		0.1684626
-2.7742712	0.1677343		0.1684626
-2.7742865	0.16749428		0.1684626
-2.7743018	0.16684875		0.1684626
-2.7742789	0.1670722		0.1684626
-2.7742941	0.16706392		0.1684626
-2.7743094	0.16706392		0.1684626
-2.7743018	0.1670722		0.1684626
-2.7742865	0.16717152		0.1684626
-2.7743018	0.1671053		0.1684626
-2.774317	0.16751084		0.1684626
-2.7743704	0.16752739		0.1684626
-2.7743247	0.16727082		0.1684626
-2.7743704	0.16743636		0.1684626
-2.7744238	0.16679908		0.1684626
-2.7743857	0.16677426		0.1684626
-2.7743704	0.1677012		0.1684626
-2.7743933	0.16727911		0.1684626
-2.7744086	0.16725428		0.1684626
-2.7744238	0.16775085		0.1684626
-2.7744775	0.16660045		0.1684626
-2.7744927	0.16673288		0.1684626
-2.774531	0.16765153		0.1684626
-2.774508	0.16779223		0.1684626
-2.7744927	0.16775914		0.1684626
-2.774485	0.16770947		0.1684626
-2.7744775	0.16736187		0.1684626
-2.774462	0.16737014		0.1684626
-2.774439	0.16781706		0.1684626
-2.7744467	0.16806535		0.1684626
-2.774462	0.168115		0.1684626
-2.7744696	0.16828881		0.1684626
-2.7745004	0.16760188		0.1684626
-2.7745461	0.16732876		0.1684626
-2.774569	0.1673536		0.1684626
-2.7745767	0.16708048		0.1684626
-2.774592	0.1675936		0.1684626
-2.7746072	0.16746946		0.1684626
-2.7745767	0.1677012		0.1684626
-2.774592	0.16718806		0.1684626
-2.774592	0.16787499		0.1684626
-2.7746224	0.16757706		0.1684626
-2.7746072	0.16720462		0.1684626
-2.7745843	0.1673867		0.1684626
-2.774531	0.16750257		0.1684626
-2.7745004	0.16752739		0.1684626
-2.7744775	0.16774258		0.1684626
-2.7744467	0.16732876		0.1684626
-2.7744238	0.16695634		0.1684626
-2.7744162	0.1669646		0.1684626
-2.774462	0.16668321		0.1684626
-2.7744696	0.16632734		0.1684626
-2.7744696	0.16666667		0.1684626
-2.774439	0.16718806		0.1684626
-2.774439	0.16731222		0.1684626
-2.7744467	0.16720462		0.1684626
-2.7744544	0.16748601		0.1684626
-2.7744696	0.16723773		0.1684626
-2.774462	0.16709703		0.1684626
-2.774485	0.16693151		0.1684626
-2.7744544	0.16761844		0.1684626
-2.7744696	0.16771775		0.1684626
-2.7744696	0.1675605		0.1684626
-2.774485	0.16760188		0.1684626
-2.7744775	0.16733705		0.1684626
-2.774485	0.1671798		0.1684626
-2.7745004	0.16714668		0.1684626
-2.7744927	0.16684046		0.1684626
-2.774485	0.1671798		0.1684626
-2.7744775	0.16716324		0.1684626
-2.7745233	0.16698116		0.1684626
-2.7745461	0.16697289		0.1684626
-2.774569	0.16706392		0.1684626
-2.7745614	0.16741152		0.1684626
-2.7745614	0.16743636		0.1684626
-2.774531	0.16744463		0.1684626
-2.7745156	0.1669646		0.1684626
-2.7745767	0.16690668		0.1684626
-2.774569	0.16699772		0.1684626
-2.7746072	0.16729566		0.1684626
