# FWHM = 0.26828575, 31838, 33932
# pos	int		env
-2.7783027	0.16518746		0.16518746
-2.7782853	0.16492522		0.16518746
-2.778283	0.16491702		0.16518746
-2.7782955	0.16485147		0.16518746
-2.7782648	0.16494161		0.16518746
-2.7781782	0.16532677		0.16532677
-2.7781777	0.16530219		0.16532677
-2.7781496	0.16532677		0.16532677
-2.7781901	0.16556443		0.16556443
-2.7781894	0.16521205		0.16556443
-2.7781887	0.16543332		0.16556443
-2.778188	0.1656382		0.1656382
-2.7781746	0.16505635		0.1656382
-2.7781613	0.16535136		0.1656382
-2.778161	0.16585946		0.16585946
-2.7781484	0.16540873		0.16585946
-2.7781239	0.16549887		0.16585946
-2.7781239	0.16599877		0.16599877
-2.778148	0.16576111		0.16599877
-2.7781477	0.16603975		0.16603975
-2.778171	0.16632657		0.16632657
-2.7781706	0.1659578		0.16632657
-2.778159	0.16669536		0.16669536
-2.7781587	0.16623643		0.16669536
-2.778136	0.16603155		0.16669536
-2.778125	0.1664577		0.16669536
-2.778147	0.16658062		0.16669536
-2.7781792	0.16647409		0.16669536
-2.7782109	0.16622004		0.16669536
-2.7781994	0.16590042		0.16669536
-2.7782722	0.16599058		0.16669536
-2.7782397	0.16640033		0.16669536
-2.7782898	0.16630198		0.16669536
-2.778268	0.16553985		0.16669536
-2.778287	0.16572833		0.16669536
-2.7783253	0.16590862		0.16669536
-2.7783134	0.16498259		0.16669536
-2.7782922	0.16498259		0.16669536
-2.7782714	0.1652776		0.16669536
-2.7782414	0.16547428		0.16669536
-2.77825	0.16631837		0.16669536
-2.7782488	0.16665438		0.16669536
-2.7782385	0.16590042		0.16669536
-2.7782283	0.16590042		0.16669536
-2.7782366	0.16554804		0.16669536
-2.7782629	0.16508912		0.16669536
-2.778298	0.1659332		0.16669536
-2.7783053	0.1664659		0.16669536
-2.7782686	0.16642492		0.16669536
-2.7783287	0.1666134		0.16669536
-2.7783096	0.16721164		0.16721164
-2.7783167	0.16669536		0.16721164
-2.778324	0.16686745		0.16721164
-2.7783136	0.167269		0.167269
-2.7782955	0.16590042		0.167269
-2.7782857	0.16568735		0.167269
-2.778293	0.16572013		0.167269
-2.7783163	0.16534317		0.167269
-2.778323	0.1652776		0.167269
-2.7783456	0.16555624		0.167269
-2.778344	0.16565458		0.167269
-2.778382	0.16585946		0.167269
-2.7784116	0.1657857		0.167269
-2.7784095	0.16534317		0.167269
-2.7784073	0.16558082		0.167269
-2.7784207	0.16615447		0.167269
-2.778411	0.16599877		0.167269
-2.778411	0.1664577		0.167269
-2.7784567	0.16626921		0.167269
-2.7784567	0.16585127		0.167269
-2.7784643	0.16602336		0.167269
-2.7784414	0.16618726		0.167269
-2.778449	0.16603975		0.167269
-2.7784338	0.16638394		0.167269
-2.7784643	0.16596599		0.167269
-2.778472	0.16590042		0.167269
-2.7784874	0.16606434		0.167269
-2.7784643	0.16665438		0.167269
-2.7784796	0.16699857		0.167269
-2.7785103	0.1679328		0.1679328
-2.7785256	0.16683467		0.1679328
-2.7784796	0.1659332		0.1679328
-2.7784414	0.16641672		0.1679328
-2.778449	0.16605614		0.1679328
-2.7784643	0.16547428		0.1679328
-2.7785027	0.16564639		0.1679328
-2.7784567	0.16584307		0.1679328
-2.7784338	0.16550706		0.1679328
-2.7784185	0.16600697		0.1679328
-2.7784338	0.16612169		0.1679328
-2.778411	0.1659414		0.1679328
-2.778411	0.16657242		0.1679328
-2.778411	0.16642492		0.1679328
-2.7783575	0.16543332		0.1679328
-2.7783575	0.16596599		0.1679328
-2.7783575	0.1659414		0.1679328
-2.778304	0.16619545		0.1679328
-2.7782657	0.1664495		0.1679328
-2.7782657	0.16659701		0.1679328
-2.7782276	0.1664413		0.1679328
-2.778197	0.16687565		0.1679328
-2.7781894	0.16671993		0.1679328
-2.7781742	0.16600697		0.1679328
-2.7782047	0.16633476		0.1679328
-2.77822	0.1657857		0.1679328
-2.7782428	0.16508092		0.1679328
-2.7782352	0.16590862		0.1679328
-2.7782505	0.16549067		0.1679328
-2.7782276	0.16553165		0.1679328
-2.778258	0.16640852		0.1679328
-2.7782657	0.16653144		0.1679328
-2.7782812	0.16603155		0.1679328
-2.7782888	0.16630198		0.1679328
-2.7782812	0.16635115		0.1679328
-2.7783194	0.16582668		0.1679328
-2.7783422	0.1666134		0.1679328
-2.7783804	0.16658062		0.1679328
-2.7783957	0.1652776		0.1679328
-2.7783804	0.16568735		0.1679328
-2.7784033	0.1659496		0.1679328
-2.7784567	0.16549887		0.1679328
-2.7784874	0.16653144		0.1679328
-2.7784643	0.16679369		0.1679328
-2.7784414	0.16689204		0.1679328
-2.778449	0.16764598		0.1679328
-2.778495	0.16732636		0.1679328
-2.7784874	0.16668716		0.1679328
-2.7785485	0.16681828		0.1679328
-2.7785714	0.16717066		0.1679328
-2.778602	0.16662979		0.1679328
-2.7786324	0.1666216		0.1679328
-2.77864	0.166933		0.1679328
-2.7786477	0.16636755		0.1679328
-2.7786095	0.16740012		0.1679328
-2.7786095	0.16608891		0.1679328
-2.7786477	0.16558902		0.1679328
-2.7786171	0.16641672		0.1679328
-2.7786095	0.16653964		0.1679328
-2.778663	0.16581029		0.1679328
-2.7786858	0.16590042		0.1679328
-2.778709	0.16591682		0.1679328
-2.7786858	0.16547428		0.1679328
-2.7786858	0.16619545		0.1679328
-2.7786782	0.16585127		0.1679328
-2.7786858	0.16506453		0.1679328
-2.7786858	0.1659414		0.1679328
-2.7787013	0.16685925		0.1679328
-2.7787318	0.16680188		0.1679328
-2.778747	0.16742471		0.1679328
-2.7787623	0.16782627		0.1679328
-2.778808	0.16740832		0.1679328
-2.7787929	0.1669412		0.1679328
-2.77877	0.16656423		0.1679328
-2.7787623	0.16549887		0.1679328
-2.7787395	0.16491702		0.1679328
-2.7787547	0.16548248		0.1679328
-2.7787547	0.16544971		0.1679328
-2.778747	0.16629378		0.1679328
-2.778747	0.16640033		0.1679328
-2.778747	0.16596599		0.1679328
-2.7787013	0.16671993		0.1679328
-2.7786934	0.16635935		0.1679328
-2.7786934	0.16549887		0.1679328
-2.7786553	0.16587585		0.1679328
-2.7786934	0.16548248		0.1679328
-2.7786477	0.16541693		0.1679328
-2.7786858	0.16581848		0.1679328
-2.7786858	0.16572013		0.1679328
-2.77864	0.16503176		0.1679328
-2.7786553	0.16603975		0.1679328
-2.7786782	0.16563		0.1679328
-2.7786934	0.1651137		0.1679328
-2.7787395	0.16563		0.1679328
-2.7787852	0.16543332		0.1679328
-2.7787776	0.16538414		0.1679328
-2.7787852	0.1656218		0.1679328
-2.7787776	0.16625282		0.1679328
-2.77877	0.16605614		0.1679328
-2.7787318	0.16631837		0.1679328
-2.7787013	0.16614628		0.1679328
-2.7787013	0.16516288		0.1679328
-2.7787395	0.1657857		0.1679328
-2.7786782	0.16572013		0.1679328
-2.778709	0.16539234		0.1679328
-2.7786858	0.16576111		0.1679328
-2.7787013	0.16582668		0.1679328
-2.7787013	0.16555624		0.1679328
-2.7787166	0.16650686		0.1679328
-2.778709	0.16582668		0.1679328
-2.7787318	0.1656218		0.1679328
-2.7787395	0.16631018		0.1679328
-2.7787395	0.16731817		0.1679328
-2.7787395	0.16631837		0.1679328
-2.7787395	0.16620365		0.1679328
-2.778663	0.16541693		0.1679328
-2.778602	0.16558902		0.1679328
-2.7786171	0.16672812		0.1679328
-2.7786095	0.16602336		0.1679328
-2.778602	0.16548248		0.1679328
-2.7785866	0.16627741		0.1679328
-2.7785866	0.16597418		0.1679328
-2.778602	0.16556443		0.1679328
-2.7785714	0.16493341		0.1679328
-2.7785714	0.1652694		0.1679328
-2.7786171	0.16490063		0.1679328
-2.7786477	0.16555624		0.1679328
-2.7786477	0.16585127		0.1679328
-2.77864	0.16576111		0.1679328
-2.7786477	0.16556443		0.1679328
-2.7786248	0.16517927		0.1679328
-2.7786248	0.16508092		0.1679328
-2.7786248	0.16542512		0.1679328
-2.7785866	0.16549067		0.1679328
-2.7786095	0.16532677		0.1679328
-2.778663	0.16641672		0.1679328
-2.778663	0.16607253		0.1679328
-2.77864	0.16553985		0.1679328
-2.7786171	0.16544971		0.1679328
-2.7785943	0.16536775		0.1679328
-2.77864	0.16517927		0.1679328
-2.7786095	0.16535136		0.1679328
-2.7786095	0.16488424		0.1679328
-2.7786171	0.16515468		0.1679328
-2.7786095	0.16581848		0.1679328
-2.7785637	0.16591682		0.1679328
-2.7785256	0.1656382		0.1679328
-2.7785332	0.16630198		0.1679328
-2.778556	0.16602336		0.1679328
-2.7785408	0.16599058		0.1679328
-2.778556	0.16558082		0.1679328
-2.7785485	0.16572013		0.1679328
-2.7785637	0.16499078		0.1679328
-2.7786248	0.16491702		0.1679328
-2.7786171	0.16621184		0.1679328
-2.778602	0.16669536		0.1679328
-2.778602	0.1667855		0.1679328
-2.7785714	0.16638394		0.1679328
-2.7785485	0.16599877		0.1679328
-2.7785103	0.16576931		0.1679328
-2.7785256	0.16580209		0.1679328
-2.7785485	0.16544151		0.1679328
-2.7785637	0.16543332		0.1679328
-2.7785714	0.16538414		0.1679328
-2.7785714	0.16517927		0.1679328
-2.7785637	0.16558902		0.1679328
-2.778579	0.16564639		0.1679328
-2.7785943	0.16555624		0.1679328
-2.7785408	0.16608891		0.1679328
-2.778556	0.16606434		0.1679328
-2.7785256	0.16672812		0.1679328
-2.778495	0.16668716		0.1679328
-2.7785256	0.16671993		0.1679328
-2.7785103	0.16683467		0.1679328
-2.7784643	0.16639213		0.1679328
-2.7784185	0.16608073		0.1679328
-2.7784338	0.16540053		0.1679328
-2.7784338	0.16569555		0.1679328
-2.778388	0.16573653		0.1679328
-2.7783499	0.16514648		0.1679328
-2.7783651	0.1659414		0.1679328
-2.778327	0.16639213		0.1679328
-2.778327	0.16654783		0.1679328
-2.778304	0.16625282		0.1679328
-2.7782965	0.16632657		0.1679328
-2.7782812	0.16633476		0.1679328
-2.7782657	0.1666134		0.1679328
-2.7783117	0.16708052		0.1679328
-2.7782888	0.16673632		0.1679328
-2.778258	0.16636755		0.1679328
-2.7782276	0.16667897		0.1679328
-2.7782428	0.16619545		0.1679328
-2.7782276	0.16663799		0.1679328
-2.7781894	0.16626921		0.1679328
-2.7781894	0.16665438		0.1679328
-2.7781818	0.16665438		0.1679328
-2.7781742	0.16649048		0.1679328
-2.7781894	0.16667897		0.1679328
-2.7781818	0.16653144		0.1679328
-2.7782123	0.16668716		0.1679328
-2.77822	0.16688384		0.1679328
-2.7782047	0.16598238		0.1679328
-2.7781894	0.16622823		0.1679328
-2.77822	0.16636755		0.1679328
-2.7781894	0.16621184		0.1679328
-2.7781818	0.16687565		0.1679328
-2.7782123	0.16668716		0.1679328
-2.7782047	0.16604795		0.1679328
-2.7782352	0.16623643		0.1679328
-2.7782352	0.16718705		0.1679328
-2.7782352	0.166933		0.1679328
-2.7782505	0.1667691		0.1679328
-2.77822	0.16690023		0.1679328
-2.7781894	0.16639213		0.1679328
-2.7782505	0.16625282		0.1679328
-2.778258	0.16638394		0.1679328
-2.7782888	0.16602336		0.1679328
-2.7782505	0.16630198		0.1679328
-2.7782352	0.16614628		0.1679328
-2.778258	0.16557263		0.1679328
-2.7782276	0.16617906		0.1679328
-2.7782276	0.16674452		0.1679328
-2.778258	0.16694939		0.1679328
-2.7782428	0.16675271		0.1679328
-2.7782276	0.16637574		0.1679328
-2.7782428	0.16612989		0.1679328
-2.7782352	0.16600697		0.1679328
-2.7781894	0.1661053		0.1679328
-2.77822	0.16576931		0.1679328
-2.77822	0.16625282		0.1679328
-2.7782276	0.16682647		0.1679328
-2.7782123	0.16643311		0.1679328
-2.7782352	0.16685106		0.1679328
-2.7782276	0.16690023		0.1679328
-2.7782123	0.16582668		0.1679328
-2.778197	0.16612989		0.1679328
-2.7781894	0.16613808		0.1679328
-2.7781436	0.16638394		0.1679328
-2.7781513	0.16638394		0.1679328
-2.7780979	0.1659414		0.1679328
-2.7781131	0.16552345		0.1679328
-2.7781055	0.16544151		0.1679328
-2.7781131	0.16596599		0.1679328
-2.7781131	0.16643311		0.1679328
-2.7780826	0.16638394		0.1679328
-2.7780674	0.16620365		0.1679328
-2.7780674	0.16559722		0.1679328
-2.7780902	0.1666134		0.1679328
-2.7781055	0.16702315		0.1679328
-2.7781513	0.16635115		0.1679328
-2.778136	0.16640852		0.1679328
-2.7781513	0.16641672		0.1679328
-2.778136	0.16585946		0.1679328
-2.778159	0.16617087		0.1679328
-2.7781436	0.16582668		0.1679328
-2.7780979	0.16554804		0.1679328
-2.7780902	0.16602336		0.1679328
-2.7780826	0.16630198		0.1679328
-2.7780674	0.16585127		0.1679328
-2.7780213	0.16588403		0.1679328
-2.7780442	0.16563		0.1679328
-2.7780674	0.16494161		0.1679328
-2.7780519	0.16507272		0.1679328
-2.7780366	0.16531038		0.1679328
-2.7780442	0.16576931		0.1679328
-2.7780366	0.16738373		0.1679328
-2.7780519	0.16724442		0.1679328
-2.778006	0.16671993		0.1679328
-2.7779832	0.16705593		0.1679328
-2.7779908	0.16623643		0.1679328
-2.7780137	0.1656382		0.1679328
-2.7780595	0.16617906		0.1679328
-2.778075	0.16590862		0.1679328
-2.7780674	0.16567098		0.1679328
-2.7781131	0.16599058		0.1679328
-2.7781284	0.1659414		0.1679328
-2.7781436	0.16509731		0.1679328
-2.7781513	0.16584307		0.1679328
-2.778159	0.16630198		0.1679328
-2.7781665	0.16622823		0.1679328
-2.7781513	0.16672812		0.1679328
-2.7781208	0.16604795		0.1679328
-2.7781131	0.16559722		0.1679328
-2.7781284	0.16576111		0.1679328
-2.7781665	0.16550706		0.1679328
-2.7781284	0.16501537		0.1679328
-2.7781208	0.1659414		0.1679328
-2.7781665	0.16532677		0.1679328
-2.7781894	0.1654579		0.1679328
-2.7781665	0.16664618		0.1679328
-2.7781665	0.16592501		0.1679328
-2.7781436	0.1657857		0.1679328
-2.7781436	0.16620365		0.1679328
-2.7781131	0.16649866		0.1679328
-2.778075	0.16568735		0.1679328
-2.7780674	0.16631018		0.1679328
-2.7780674	0.16627741		0.1679328
-2.778075	0.16581848		0.1679328
-2.7780902	0.1666134		0.1679328
-2.7780979	0.16604795		0.1679328
-2.7780674	0.16506453		0.1679328
-2.7780826	0.16590862		0.1679328
-2.7780213	0.16555624		0.1679328
-2.7780674	0.16492522		0.1679328
-2.7781131	0.16588403		0.1679328
-2.7780674	0.16640033		0.1679328
-2.7780519	0.16566278		0.1679328
-2.7780674	0.16572833		0.1679328
-2.7780826	0.16590862		0.1679328
-2.7780519	0.16543332		0.1679328
-2.778075	0.16681828		0.1679328
-2.7781284	0.16671173		0.1679328
-2.7781284	0.1656382		0.1679328
-2.7781436	0.16513829		0.1679328
-2.7781742	0.164958		0.1679328
-2.7781284	0.16457283		0.1679328
-2.778159	0.16573653		0.1679328
